1, 276.00
2, 254.00
3, 251.00
4, 250.00
5, 251.00
6, 250.00
7, 250.00
8, 251.00
9, 251.00
10, 251.00
11, 250.00
12, 250.00
13, 251.00
14, 275.00
15, 250.00
16, 251.00
17, 251.00
18, 250.00
19, 251.00
20, 251.00
21, 251.00
22, 251.00
23, 250.00
24, 250.00
25, 251.00
26, 250.00
27, 251.00
28, 251.00
29, 271.00
30, 250.00
31, 251.00
32, 251.00
33, 251.00
34, 251.00
35, 250.00
36, 250.00
37, 251.00
38, 250.00
39, 251.00
40, 251.00
41, 250.00
42, 250.00
43, 251.00
44, 272.00
45, 251.00
46, 251.00
47, 250.00
48, 251.00
49, 251.00
50, 251.00
51, 251.00
52, 251.00
53, 250.00
54, 251.00
55, 251.00
56, 250.00
57, 250.00
58, 272.00
59, 250.00
60, 250.00
61, 250.00
62, 250.00
63, 251.00
64, 250.00
65, 251.00
66, 250.00
67, 251.00
68, 251.00
69, 251.00
70, 251.00
71, 251.00
72, 251.00
73, 270.00
74, 251.00
75, 251.00
76, 251.00
77, 250.00
78, 250.00
79, 251.00
80, 251.00
81, 250.00
82, 250.00
83, 250.00
84, 250.00
85, 250.00
86, 251.00
87, 251.00
88, 270.00
89, 250.00
90, 251.00
91, 251.00
92, 251.00
93, 251.00
94, 251.00
95, 250.00
96, 250.00
97, 251.00
98, 251.00
99, 251.00
100, 251.00
101, 251.00
102, 259.00
103, 251.00
104, 251.00
105, 251.00
106, 250.00
107, 251.00
108, 251.00
109, 251.00
110, 250.00
111, 251.00
112, 251.00
113, 250.00
114, 251.00
115, 251.00
116, 250.00
117, 273.00
118, 251.00
119, 251.00
120, 250.00
121, 250.00
122, 250.00
123, 251.00
124, 251.00
125, 251.00
126, 251.00
127, 251.00
128, 251.00
129, 251.00
130, 251.00
131, 251.00
132, 0.00
133, 0.00
134, 0.00
135, 0.00
136, 0.00
137, 68.00
138, 125.00
139, 125.00
140, 126.00
141, 126.00
142, 126.00
143, 126.00
144, 126.00
145, 126.00
146, 126.00
147, 125.00
148, 954.00
149, 125.00
150, 126.00
151, 125.00
152, 126.00
153, 126.00
154, 126.00
155, 125.00
